id_transaccion,fecha_venta,producto,cantidad,precio_unitario,cliente_id,provincia,metodo_pago,vendedor,costo_envio
TRX-10615,2023-11-22,Espumante,18,7472.4,CLI-1412,San Juan,Transferencia,Ana García,1267.42
TRX-10643,2023-01-11,Syrah,9,10629.83,CLI-1316,Neuquén,Transferencia,Ana García,978.87
TRX-11521,2023-03-24,Vino Rosado,16,9755.14,CLI-1159,Neuquén,Transferencia,Juan Pérez,538.26
TRX-11725,2023-09-22,Vino Blend,18,6154.12,CLI-608,Neuquén,,Juan Pérez,206.04
TRX-11068,2023-07-04,Vino Blend,16,8799.74,CLI-1474,Neuquén,App Mobile,Luis Rodriguez,1471.42
TRX-10728,2023-06-25,Vino Blend,19,5589.79,CLI-559,Neuquén,Efectivo,Ana García,991.81
TRX-10982,2024-03-09,Espumante,9,9967.54,CLI-1421,Mendoza,App Mobile,Marta Gómez,1416.56
TRX-10224,2023-08-21,Espumante,14,10735.74,CLI-1058,Catamarca,Tarjeta de Crédito,Luis Rodriguez,316.28
TRX-11432,2023-01-22,Vino Malbec,10,5175.54,CLI-916,San Juan,Tarjeta de Crédito,Soporte Ventas,1079.46
TRX-10330,2023-10-05,Bonarda,10,6692.68,CLI-1114,San Juan,Tarjeta de Crédito,Marta Gómez,943.56
TRX-11534,2023-12-25,Espumante,4,11165.38,CLI-1021,La Rioja,Tarjeta de Crédito,Luis Rodriguez,1183.02
TRX-10456,2023-10-11,Espumante,18,4100.87,CLI-1458,Mendoza,,Luis Rodriguez,330.56
TRX-12253,2024-03-25,Syrah,21,2234.44,CLI-584,San Juan,,Luis Rodriguez,1425.57
TRX-10622,2023-07-16,Vino Malbec,24,1914.31,CLI-1158,Catamarca,App Mobile,Juan Pérez,480.11
TRX-11881,2023-01-01,Espumante,5,9123.96,CLI-718,La Rioja,Tarjeta de Crédito,Marta Gómez,741.71
TRX-12390,2023-10-02,Vino Chardonnay,24,6652.14,CLI-1053,Catamarca,,Marta Gómez,494.36
TRX-10483,2024-02-15,Vino Blend,17,5432.74,CLI-1101,Salta,,Luis Rodriguez,622.75
TRX-10372,2023-08-03,Vino Blend,18,9776.36,CLI-636,La Rioja,,Marta Gómez,284.03
TRX-12025,2023-12-08,Vino Rosado,16,5531.46,CLI-830,Mendoza,Tarjeta de Crédito,Marta Gómez,714.35
TRX-12087,2023-02-05,Vino Malbec,19,6546.05,CLI-1384,La Rioja,Transferencia,Luis Rodriguez,359.9
TRX-10011,2023-07-19,Vino Chardonnay,5,4702.11,CLI-727,Mendoza,Efectivo,Marta Gómez,688.04
TRX-10755,2023-12-09,Syrah,12,10453.98,CLI-1438,Mendoza,App Mobile,Soporte Ventas,879.56
TRX-10518,2023-10-20,Bonarda,18,4777.86,CLI-1239,Catamarca,Tarjeta de Crédito,Soporte Ventas,1247.91
TRX-10054,2023-06-03,Vino Malbec,10,9423.34,CLI-1365,Neuquén,,Ana García,1273.07
TRX-10032,2024-03-12,Vino Rosado,11,3708.91,CLI-1341,Salta,App Mobile,Marta Gómez,330.3
TRX-10664,2023-04-25,Vino Blend,13,6221.74,CLI-734,Mendoza,Efectivo,Ana García,777.98
TRX-11157,2023-10-04,Vino Rosado,12,10653.86,CLI-1323,Catamarca,,Ana García,1323.66
TRX-10744,2023-03-05,Vino Malbec,17,6825.3,CLI-964,Salta,Transferencia,Juan Pérez,275.45
TRX-12047,2024-02-25,Syrah,1,8124.84,CLI-1005,La Rioja,Efectivo,Luis Rodriguez,870.49
TRX-12469,2023-06-19,Espumante,7,3621.2,CLI-689,Salta,Efectivo,Juan Pérez,600.78
TRX-11726,2023-07-14,,2,,CLI-535,Neuquén,Efectivo,Ana García,468.66
TRX-10464,2023-04-20,Cabernet Sauvignon,19,1794.84,CLI-1285,Mendoza,Tarjeta de Crédito,Juan Pérez,233.57
TRX-10783,2023-09-05,Vino Blend,14,2682.3,CLI-707,Catamarca,App Mobile,Soporte Ventas,500.5
TRX-11868,2023-01-03,Vino Malbec,5,6175.51,CLI-508,Mendoza,,Juan Pérez,1212.27
TRX-10118,2024-03-09,Espumante,16,9155.07,CLI-647,Mendoza,,Soporte Ventas,1138.72
TRX-10229,2023-11-16,Cabernet Sauvignon,19,7205.1,CLI-1355,Salta,Transferencia,Soporte Ventas,989.62
TRX-10857,2023-11-18,Syrah,11,3666.86,CLI-994,San Juan,Efectivo,Luis Rodriguez,710.18
TRX-12071,2023-06-26,Espumante,10,,CLI-1194,Mendoza,Tarjeta de Crédito,Luis Rodriguez,1473.69
TRX-12427,2023-05-14,Espumante,3,6411.03,CLI-1406,Catamarca,Transferencia,Soporte Ventas,1269.86
TRX-10408,2023-10-20,Espumante,19,2451.91,CLI-1002,Neuquén,,Ana García,838.25
TRX-10170,2023-08-07,Cabernet Sauvignon,20,9327.65,CLI-681,Catamarca,App Mobile,Ana García,891.92
TRX-10540,29/08/2023,Bonarda,3,9450.89,CLI-619,San Juan,,Soporte Ventas,1459.62
TRX-12274,2023-08-27,Syrah,1,9019.83,CLI-1420,Salta,,Marta Gómez,564.76
TRX-12369,08/11/2023,Vino Blend,21,5747.65,CLI-590,Mendoza,Tarjeta de Crédito,Marta Gómez,1227.14
TRX-10016,2023-01-25,Vino Chardonnay,21,2078.93,CLI-1064,Mendoza,Transferencia,Marta Gómez,1290.62
TRX-10613,2023-12-21,Vino Malbec,24,9795.71,CLI-846,San Juan,Efectivo,Marta Gómez,240.25
TRX-11266,2023-03-19,Bonarda,5,11100.37,CLI-1172,La Rioja,App Mobile,Luis Rodriguez,680.44
TRX-11908,2023-10-04,Vino Rosado,23,6264.04,CLI-913,Salta,,Ana García,1453.02
TRX-10674,2023-01-30,Bonarda,10,1796.95,CLI-836,Mendoza,App Mobile,Luis Rodriguez,498.39
TRX-11161,2023-05-15,Vino Chardonnay,24,9779.49,CLI-1080,La Rioja,,Soporte Ventas,292.85
TRX-12120,2023-03-21,Bonarda,21,1827.49,CLI-946,Mendoza,Transferencia,Marta Gómez,1170.47
TRX-12430,2023-01-07,Cabernet Sauvignon,7,5934.39,CLI-663,Neuquén,Tarjeta de Crédito,Luis Rodriguez,297.62
TRX-11680,2023-12-07,Vino Blend,14,2526.85,CLI-934,Neuquén,App Mobile,Ana García,1365.67
TRX-11950,2023-09-06,Bonarda,5,6147.23,CLI-546,Neuquén,App Mobile,Ana García,905.83
TRX-12216,2023-07-30,Vino Malbec,12,2589.53,CLI-867,Catamarca,Transferencia,Juan Pérez,1389.19
TRX-12271,2023-08-15,Vino Malbec,24,8916.99,CLI-1408,Neuquén,Efectivo,Ana García,973.0
TRX-10564,2024-02-10,,4,6663.16,CLI-685,Neuquén,App Mobile,Juan Pérez,373.4
TRX-10053,2024-03-14,Vino Malbec,19,4132.96,CLI-1487,San Juan,,Juan Pérez,1259.6
TRX-10117,2024-01-02,Cabernet Sauvignon,24,5343.48,CLI-798,Catamarca,App Mobile,Marta Gómez,1098.11
TRX-11893,2023-03-04,Cabernet Sauvignon,4,3539.71,CLI-1430,La Rioja,,Soporte Ventas,518.78
TRX-11548,2023-08-21,Cabernet Sauvignon,1,6862.0,CLI-601,Neuquén,,Ana García,1088.55
TRX-11451,2023-08-19,,6,6652.2,CLI-1020,San Juan,Transferencia,Marta Gómez,1160.01
TRX-11470,2023-06-24,Bonarda,8,11928.7,CLI-1022,Salta,,Luis Rodriguez,821.48
TRX-11275,2023-04-17,Vino Blend,20,4510.67,CLI-775,La Rioja,Efectivo,Soporte Ventas,236.28
TRX-10355,2023-07-23,Cabernet Sauvignon,18,1500.33,CLI-1394,La Rioja,,Marta Gómez,1073.05
TRX-11615,2023-11-05,Vino Malbec,1,6575.51,CLI-566,Neuquén,Tarjeta de Crédito,Juan Pérez,722.66
TRX-12459,2023-01-08,Bonarda,4,9253.96,CLI-954,Mendoza,,Marta Gómez,620.99
TRX-10487,2023-07-06,,13,8594.0,CLI-680,Salta,App Mobile,Ana García,597.1
TRX-12038,2023-06-06,Cabernet Sauvignon,17,1861.15,CLI-771,Salta,,Ana García,1282.96
TRX-11172,2023-05-07,Syrah,23,4104.78,CLI-1390,San Juan,Transferencia,Juan Pérez,647.22
TRX-11832,2023-09-23,Vino Chardonnay,20,4949.16,CLI-605,Neuquén,Efectivo,Juan Pérez,1491.91
TRX-10325,2023-05-14,Vino Blend,24,7826.16,CLI-853,San Juan,Efectivo,Soporte Ventas,278.24
TRX-11051,2023-03-28,Espumante,5,10062.64,CLI-521,Mendoza,Efectivo,Marta Gómez,1047.3
TRX-11026,2023-08-22,Vino Blend,19,4831.57,CLI-586,Salta,,Juan Pérez,1023.07
TRX-10273,17/07/2023,Vino Blend,9,5755.06,CLI-1451,La Rioja,Transferencia,Ana García,1394.61
TRX-11286,2024-02-25,Bonarda,17,7659.52,CLI-845,La Rioja,Efectivo,Luis Rodriguez,639.6
TRX-11519,2023-06-10,Vino Malbec,4,7730.56,CLI-1230,Catamarca,Tarjeta de Crédito,Ana García,983.97
TRX-11576,2023-02-05,Vino Rosado,12,5450.95,CLI-979,Salta,Efectivo,Marta Gómez,629.19
TRX-11196,2023-12-18,Vino Rosado,7,4866.58,CLI-1433,Mendoza,App Mobile,Marta Gómez,461.49
TRX-10620,2023-01-29,Vino Blend,17,4818.65,CLI-751,Catamarca,App Mobile,Luis Rodriguez,748.1
TRX-11443,2023-04-27,Bonarda,6,4622.02,CLI-737,Salta,,Luis Rodriguez,443.7
TRX-10951,2024-02-07,Vino Rosado,23,6097.17,CLI-1080,Mendoza,Tarjeta de Crédito,Luis Rodriguez,288.29
TRX-11189,2023-01-18,Vino Chardonnay,19,4936.0,CLI-975,San Juan,,Luis Rodriguez,872.99
TRX-10328,2023-10-29,Bonarda,1,2312.39,CLI-1489,Mendoza,App Mobile,Luis Rodriguez,1181.77
TRX-10648,2024-02-17,Bonarda,24,5602.41,CLI-1070,Neuquén,Tarjeta de Crédito,Soporte Ventas,1344.06
TRX-10897,2023-01-28,Espumante,24,10972.37,CLI-1454,San Juan,Transferencia,Luis Rodriguez,968.99
TRX-11545,2024-03-13,Cabernet Sauvignon,21,6413.1,CLI-1416,San Juan,Tarjeta de Crédito,Juan Pérez,912.01
TRX-11123,2023-03-07,Syrah,4,,CLI-938,San Juan,Efectivo,Soporte Ventas,1028.83
TRX-11995,2023-05-29,Syrah,18,9439.23,CLI-1134,Salta,App Mobile,Marta Gómez,542.22
TRX-10740,2023-01-30,Vino Chardonnay,9,,CLI-1223,Neuquén,Tarjeta de Crédito,Soporte Ventas,1096.3
TRX-12492,2023-12-14,Cabernet Sauvignon,8,7486.0,CLI-1108,Neuquén,,Ana García,1299.61
TRX-11700,2023-05-28,Bonarda,4,10061.76,CLI-959,Catamarca,Efectivo,Soporte Ventas,276.99
TRX-12458,2023-10-16,Bonarda,14,10953.15,CLI-1156,La Rioja,Efectivo,Ana García,288.23
TRX-11766,2023-12-21,Espumante,24,7891.35,CLI-1116,Catamarca,,Juan Pérez,1088.46
TRX-11259,2023-12-06,Syrah,13,7120.03,CLI-847,San Juan,Tarjeta de Crédito,Juan Pérez,396.89
TRX-12312,2023-07-25,Vino Rosado,1,3042.45,CLI-1177,San Juan,Tarjeta de Crédito,Ana García,528.49
TRX-11739,2024-01-28,Vino Blend,6,8507.34,CLI-1366,Mendoza,Transferencia,Juan Pérez,699.32
TRX-11588,2024-01-10,Vino Rosado,16,8739.3,CLI-849,Catamarca,,Marta Gómez,1068.85
TRX-11023,16/06/2023,Vino Chardonnay,4,10995.96,CLI-806,Neuquén,App Mobile,Soporte Ventas,1092.33
TRX-10539,2023-12-16,Vino Rosado,4,3931.18,CLI-1179,La Rioja,Transferencia,Soporte Ventas,346.46
TRX-12457,2024-01-09,Cabernet Sauvignon,17,3062.37,CLI-686,Salta,Efectivo,Juan Pérez,1432.59
TRX-11688,2023-03-30,Bonarda,2,5601.96,CLI-627,San Juan,Tarjeta de Crédito,Juan Pérez,1004.39
TRX-11468,2023-07-14,Vino Rosado,18,5668.92,CLI-1255,La Rioja,Efectivo,Marta Gómez,394.59
TRX-11554,2023-05-01,Bonarda,7,9716.6,CLI-784,Mendoza,Efectivo,Luis Rodriguez,701.14
TRX-10809,2023-03-31,Bonarda,1,10303.06,CLI-877,San Juan,,Marta Gómez,614.34
TRX-11316,2024-03-19,Espumante,4,5951.78,CLI-593,Salta,Tarjeta de Crédito,Marta Gómez,1471.3
TRX-10978,2023-09-20,Cabernet Sauvignon,19,8986.22,CLI-1056,San Juan,Tarjeta de Crédito,Luis Rodriguez,1065.28
TRX-12158,2023-08-03,Vino Blend,17,3683.47,CLI-1356,Mendoza,,Soporte Ventas,635.34
TRX-10792,2023-08-17,Vino Chardonnay,2,2486.69,CLI-1303,La Rioja,Tarjeta de Crédito,Juan Pérez,594.06
TRX-11776,2023-11-02,Syrah,15,9827.16,CLI-1100,San Juan,Transferencia,Luis Rodriguez,772.0
TRX-10522,2023-12-30,Vino Chardonnay,19,,CLI-1158,Catamarca,App Mobile,Ana García,831.41
TRX-12130,2023-04-15,Espumante,23,10405.9,CLI-1197,Neuquén,,Soporte Ventas,708.64
TRX-12470,2024-01-17,Espumante,17,4917.9,CLI-828,Salta,Transferencia,Juan Pérez,478.98
TRX-11569,2023-09-23,Vino Malbec,21,4681.7,CLI-1275,Salta,Tarjeta de Crédito,Juan Pérez,1428.7
TRX-12275,2024-01-28,Cabernet Sauvignon,8,,CLI-713,La Rioja,Efectivo,Luis Rodriguez,1200.07
TRX-11863,2023-05-09,Vino Blend,19,2004.75,CLI-703,San Juan,Efectivo,Luis Rodriguez,565.48
TRX-10174,2023-06-10,Cabernet Sauvignon,11,6995.28,CLI-1254,Neuquén,,Soporte Ventas,1270.72
TRX-11637,2023-04-22,Vino Rosado,24,8465.68,CLI-1050,San Juan,Transferencia,Soporte Ventas,1142.72
TRX-10950,2023-08-06,Bonarda,1,5098.9,CLI-519,Mendoza,App Mobile,Marta Gómez,972.12
TRX-11559,2024-01-15,Vino Malbec,23,9242.41,CLI-900,Catamarca,Transferencia,Juan Pérez,827.0
TRX-10928,2023-02-08,Syrah,21,5269.81,CLI-1218,Mendoza,Transferencia,Ana García,736.88
TRX-10217,2024-01-23,Vino Rosado,21,6163.22,CLI-1494,Neuquén,App Mobile,Marta Gómez,1440.23
TRX-10470,2023-03-31,Vino Blend,22,6072.27,CLI-1424,San Juan,Tarjeta de Crédito,Juan Pérez,1150.92
TRX-10400,27/01/2024,Vino Blend,2,3252.61,CLI-748,Catamarca,Efectivo,Soporte Ventas,1154.41
TRX-11444,2023-08-17,Bonarda,3,9191.62,CLI-983,San Juan,Efectivo,Soporte Ventas,949.51
TRX-10690,2023-08-08,Bonarda,7,6695.34,CLI-710,Mendoza,,Juan Pérez,272.55
TRX-10623,2024-02-13,Espumante,18,8706.82,CLI-679,Catamarca,App Mobile,Soporte Ventas,208.26
TRX-12340,2023-08-13,Cabernet Sauvignon,18,5310.61,CLI-583,Neuquén,Transferencia,Soporte Ventas,1162.96
TRX-12302,2023-12-27,Vino Chardonnay,3,11221.0,CLI-597,Salta,App Mobile,Juan Pérez,635.0
TRX-11106,2024-03-12,Syrah,18,2803.31,CLI-683,San Juan,App Mobile,Marta Gómez,1023.16
TRX-11608,2023-09-30,Vino Rosado,20,4728.54,CLI-1037,Mendoza,,Juan Pérez,280.19
TRX-12333,2024-03-08,Espumante,5,8978.38,CLI-989,Salta,,Marta Gómez,1244.14
TRX-11679,2024-02-09,Vino Chardonnay,13,3058.65,CLI-629,La Rioja,Tarjeta de Crédito,Marta Gómez,455.2
TRX-10611,2023-05-17,Cabernet Sauvignon,21,3940.81,CLI-1021,San Juan,Efectivo,Ana García,1147.42
TRX-11475,2023-01-05,Syrah,10,9362.19,CLI-579,Neuquén,App Mobile,Luis Rodriguez,1365.23
TRX-10427,2023-01-05,Vino Rosado,19,7219.58,CLI-850,Catamarca,,Soporte Ventas,1290.62
TRX-10136,2023-01-27,Bonarda,7,4583.45,CLI-605,Salta,Tarjeta de Crédito,Marta Gómez,1283.59
TRX-10576,2023-07-27,Vino Rosado,2,10315.56,CLI-1368,Mendoza,App Mobile,Luis Rodriguez,1411.87
TRX-12123,2023-04-29,Bonarda,20,3623.55,CLI-1469,San Juan,,Luis Rodriguez,1444.91
TRX-10667,2023-06-24,Bonarda,17,5893.7,CLI-1130,La Rioja,,Marta Gómez,523.88
TRX-11180,2023-05-02,Syrah,5,10869.71,CLI-1373,Salta,Tarjeta de Crédito,Luis Rodriguez,592.6
TRX-10888,2023-05-30,Cabernet Sauvignon,10,4258.37,CLI-1000,Neuquén,App Mobile,Luis Rodriguez,1026.16
TRX-10939,2023-11-26,Syrah,22,4508.81,CLI-1476,Salta,App Mobile,Soporte Ventas,1276.21
TRX-11826,2023-02-04,Vino Malbec,9,9514.69,CLI-785,Salta,Tarjeta de Crédito,Soporte Ventas,1345.01
TRX-10389,2024-02-07,,12,8180.65,CLI-1082,Salta,Transferencia,Marta Gómez,525.0
TRX-10817,2024-02-01,Cabernet Sauvignon,18,11667.18,CLI-720,Neuquén,Efectivo,Marta Gómez,1313.61
TRX-11111,2024-01-25,Syrah,22,8751.57,CLI-1383,Neuquén,App Mobile,Ana García,826.61
TRX-11962,2023-06-17,Syrah,20,6925.74,CLI-1306,Mendoza,App Mobile,Soporte Ventas,1028.02
TRX-10208,2024-03-10,Vino Malbec,2,2926.94,CLI-585,La Rioja,,Ana García,903.02
TRX-10293,2023-09-07,Vino Rosado,20,9448.86,CLI-630,Catamarca,Efectivo,Juan Pérez,565.74
TRX-11119,2024-02-10,Vino Malbec,5,1767.35,CLI-1037,San Juan,Transferencia,Juan Pérez,1017.63
TRX-12277,2023-11-15,Cabernet Sauvignon,8,7775.03,CLI-1207,Neuquén,Efectivo,Luis Rodriguez,1029.69
TRX-11695,2023-03-13,,6,2666.18,CLI-803,Salta,Efectivo,Marta Gómez,464.54
TRX-11264,2024-03-20,Syrah,14,8480.57,CLI-789,Catamarca,Efectivo,Ana García,618.73
TRX-10990,2023-10-12,Syrah,2,5347.48,CLI-1225,Salta,Tarjeta de Crédito,Soporte Ventas,1295.05
TRX-12338,2023-10-02,Espumante,24,11629.13,CLI-1280,San Juan,Transferencia,Marta Gómez,1452.72
TRX-10872,2023-10-21,Vino Rosado,11,,CLI-1213,MENDOZA,Transferencia,Ana García,445.91
TRX-11638,2023-12-09,Vino Blend,4,4204.56,CLI-536,La Rioja,Tarjeta de Crédito,Soporte Ventas,722.22
TRX-10353,2023-10-03,Cabernet Sauvignon,24,9483.48,CLI-855,San Juan,App Mobile,Juan Pérez,234.04
TRX-11954,2023-11-16,Vino Rosado,5,11980.79,CLI-720,Neuquén,Transferencia,Soporte Ventas,225.51
TRX-12141,2024-03-21,Vino Rosado,8,1980.1,CLI-1323,San Juan,Tarjeta de Crédito,Juan Pérez,247.89
TRX-11035,2023-07-02,Vino Chardonnay,14,,CLI-897,Mendoza,Tarjeta de Crédito,Soporte Ventas,1064.39
TRX-11489,2023-02-02,Bonarda,9,4490.22,CLI-1103,La Rioja,App Mobile,Soporte Ventas,253.2
TRX-10775,2023-08-07,Vino Malbec,3,10256.81,CLI-697,Mendoza,App Mobile,Marta Gómez,427.21
TRX-11494,2023-03-03,Vino Rosado,14,11772.45,CLI-1018,Catamarca,,Ana García,1432.73
TRX-11082,2023-12-31,Vino Chardonnay,8,3778.96,CLI-616,Catamarca,Efectivo,Marta Gómez,663.03
TRX-11228,2024-01-26,Vino Malbec,24,5953.93,CLI-987,Salta,App Mobile,Marta Gómez,1391.43
TRX-10259,2023-05-12,Vino Chardonnay,18,8216.59,CLI-1139,San Juan,Transferencia,Soporte Ventas,490.52
TRX-11599,2023-10-08,Espumante,18,3299.99,CLI-1062,La Rioja,Transferencia,Soporte Ventas,345.54
TRX-11874,2023-04-02,Vino Chardonnay,20,11140.47,CLI-707,Salta,Tarjeta de Crédito,Soporte Ventas,783.86
TRX-11045,2023-09-14,Vino Blend,7,2520.59,CLI-507,La Rioja,App Mobile,Luis Rodriguez,808.73
TRX-11926,2023-08-30,Bonarda,7,11863.94,CLI-626,Salta,,Luis Rodriguez,210.48
TRX-10407,2023-01-10,Vino Rosado,19,10873.65,CLI-586,Mendoza,Tarjeta de Crédito,Marta Gómez,1275.32
TRX-10052,2024-02-29,Cabernet Sauvignon,7,2159.54,CLI-602,La Rioja,Tarjeta de Crédito,Luis Rodriguez,874.73
TRX-12439,2023-11-01,Vino Rosado,11,4473.28,CLI-1028,Neuquén,Transferencia,Marta Gómez,701.91
TRX-11943,2023-05-12,Cabernet Sauvignon,20,3608.79,CLI-517,San Juan,App Mobile,Marta Gómez,629.34
TRX-12255,2023-10-01,Vino Rosado,22,9553.02,CLI-660,Catamarca,Transferencia,Ana García,1415.79
TRX-12475,2023-05-13,Vino Malbec,23,10082.71,CLI-1333,Salta,App Mobile,Juan Pérez,938.73
TRX-10159,2023-05-12,Vino Malbec,17,10453.69,CLI-812,San Juan,,Ana García,1403.96
TRX-12409,2023-08-01,Bonarda,13,7328.48,CLI-1375,La Rioja,App Mobile,Juan Pérez,334.41
TRX-11479,2024-01-15,Vino Rosado,14,10968.33,CLI-1030,La Rioja,Efectivo,Soporte Ventas,1400.97
TRX-11507,09/03/2023,Vino Malbec,11,6649.9,CLI-826,Mendoza,App Mobile,Ana García,1270.65
TRX-11033,2023-10-05,Vino Chardonnay,24,,CLI-1406,Mendoza,Tarjeta de Crédito,Marta Gómez,324.72
TRX-11097,2024-01-18,Bonarda,19,5526.01,CLI-1378,Catamarca,Efectivo,Marta Gómez,237.8
TRX-11469,2023-04-13,Bonarda,2,10187.67,CLI-1067,Catamarca,,Ana García,458.77
TRX-10543,2024-03-18,Bonarda,16,5191.67,CLI-924,Catamarca,Tarjeta de Crédito,Juan Pérez,1305.95
TRX-11046,2023-02-24,Vino Malbec,8,5818.61,CLI-1436,San Juan,Tarjeta de Crédito,Marta Gómez,611.49
TRX-11998,2023-04-08,Cabernet Sauvignon,21,5156.24,CLI-771,Salta,Tarjeta de Crédito,Marta Gómez,515.42
TRX-11955,2023-01-11,Vino Chardonnay,10,6094.25,CLI-998,La Rioja,Efectivo,Juan Pérez,1294.57
TRX-10030,2023-08-17,Bonarda,3,5559.01,CLI-864,Mendoza,,Juan Pérez,1100.05
TRX-10725,2023-06-15,Vino Chardonnay,8,4115.36,CLI-688,Mendoza,Transferencia,Luis Rodriguez,489.4
TRX-11114,2023-09-15,Espumante,5,3472.3,CLI-1381,La Rioja,Tarjeta de Crédito,Ana García,1407.94
TRX-12157,2023-12-04,Bonarda,4,4169.3,CLI-641,Catamarca,Transferencia,Ana García,762.94
TRX-11076,2023-11-24,Espumante,17,11169.01,CLI-1282,Catamarca,Transferencia,Marta Gómez,904.92
TRX-11426,2023-02-21,Espumante,11,2733.79,CLI-652,Neuquén,Transferencia,Marta Gómez,296.07
TRX-10780,2023-03-21,Cabernet Sauvignon,19,6082.56,CLI-528,NEUQUÉN,App Mobile,Juan Pérez,203.36
TRX-10436,2023-08-10,Cabernet Sauvignon,16,3761.22,CLI-572,San Juan,App Mobile,Marta Gómez,1038.78
TRX-11258,2024-03-15,Bonarda,24,8411.99,CLI-1270,Catamarca,,Ana García,831.71
TRX-10912,2023-02-20,Syrah,18,9255.75,CLI-659,Neuquén,App Mobile,Juan Pérez,517.57
TRX-10320,2023-03-06,Bonarda,15,8452.23,CLI-1411,Catamarca,Efectivo,Ana García,1076.12
TRX-11254,2023-05-05,Bonarda,3,8297.42,CLI-761,Salta,App Mobile,Ana García,391.21
TRX-10732,2023-06-19,Bonarda,5,,CLI-885,Neuquén,Tarjeta de Crédito,Juan Pérez,1316.36
TRX-11050,2023-07-10,Bonarda,9,2248.1,CLI-887,San Juan,Efectivo,Marta Gómez,1386.95
TRX-12352,2023-08-17,Vino Chardonnay,23,8337.67,CLI-1118,Neuquén,App Mobile,Marta Gómez,1359.12
TRX-11669,2023-02-17,Vino Malbec,3,3349.87,CLI-1020,Mendoza,Tarjeta de Crédito,Marta Gómez,543.09
TRX-11238,2023-09-04,Espumante,6,2297.97,CLI-1448,San Juan,Tarjeta de Crédito,Luis Rodriguez,1263.9
TRX-10903,2024-01-22,Vino Blend,17,1658.19,CLI-523,La Rioja,App Mobile,Juan Pérez,815.71
TRX-11870,2024-02-08,Bonarda,11,6146.98,CLI-1360,Catamarca,Transferencia,Soporte Ventas,960.73
TRX-10294,2023-11-08,,16,2968.25,CLI-638,Salta,App Mobile,Marta Gómez,947.67
TRX-12095,2023-08-08,Vino Rosado,9,4489.05,CLI-1249,Catamarca,Transferencia,Ana García,914.23
TRX-10507,2023-02-28,Vino Malbec,1,6184.82,CLI-1299,Neuquén,Transferencia,Marta Gómez,1463.41
TRX-10110,2024-03-16,Cabernet Sauvignon,23,7743.18,CLI-970,Mendoza,,Marta Gómez,1163.37
TRX-10183,2023-04-27,,8,10840.37,CLI-1176,Catamarca,Tarjeta de Crédito,Soporte Ventas,440.12
TRX-11815,2024-03-25,Bonarda,4,8853.23,CLI-1247,Salta,Efectivo,Luis Rodriguez,1019.84
TRX-11497,2023-03-14,Syrah,15,8493.75,CLI-788,San Juan,Efectivo,Soporte Ventas,481.54
TRX-12086,2023-02-12,Vino Malbec,13,9615.29,CLI-617,Neuquén,App Mobile,Ana García,393.3
TRX-10321,2023-06-23,Bonarda,13,6605.45,CLI-1185,San Juan,Transferencia,Luis Rodriguez,207.57
TRX-11873,2023-02-08,Espumante,22,,CLI-780,Neuquén,,Luis Rodriguez,513.66
TRX-11590,2023-09-25,Vino Malbec,3,5287.43,CLI-788,Neuquén,Transferencia,Ana García,1195.57
TRX-12489,2023-03-11,Vino Rosado,17,7791.69,CLI-1257,La Rioja,App Mobile,Soporte Ventas,1477.18
TRX-12445,2024-01-17,Syrah,24,10258.15,CLI-623,Neuquén,Transferencia,Marta Gómez,1277.15
TRX-11877,2024-03-03,Vino Chardonnay,6,11370.05,CLI-1074,Mendoza,App Mobile,Juan Pérez,1354.9
TRX-11942,2023-06-29,Bonarda,12,,CLI-898,Salta,Transferencia,Marta Gómez,322.07
TRX-12175,2023-01-15,Vino Blend,22,4029.69,CLI-1172,MENDOZA,,Juan Pérez,1098.67
TRX-11551,2024-03-16,Syrah,10,9252.38,CLI-1364,San Juan,Tarjeta de Crédito,Luis Rodriguez,823.29
TRX-10357,2023-09-05,Vino Rosado,17,11126.29,CLI-1037,Mendoza,Tarjeta de Crédito,Luis Rodriguez,1285.2
TRX-11146,2023-01-23,Vino Chardonnay,8,11954.82,CLI-563,La Rioja,,Juan Pérez,494.28
TRX-12129,2023-12-04,Cabernet Sauvignon,6,10689.95,CLI-700,Catamarca,Tarjeta de Crédito,Soporte Ventas,653.78
TRX-10044,2024-02-13,Vino Rosado,12,10935.84,CLI-1198,San Juan,Efectivo,Luis Rodriguez,1165.82
TRX-11853,2023-06-15,Vino Chardonnay,4,6207.68,CLI-1497,Mendoza,Transferencia,Ana García,1153.05
TRX-11606,2023-11-13,Vino Blend,24,10193.7,CLI-670,Salta,,Luis Rodriguez,928.93
TRX-11924,2023-03-19,Bonarda,4,1678.55,CLI-1392,Salta,Efectivo,Juan Pérez,383.72
TRX-11378,2023-09-17,Vino Chardonnay,8,5738.97,CLI-1342,San Juan,Efectivo,Juan Pérez,718.42
TRX-12370,2024-03-06,Espumante,23,5003.52,CLI-979,Neuquén,App Mobile,Soporte Ventas,405.55
TRX-11381,2023-07-26,Vino Chardonnay,7,9829.88,CLI-1229,San Juan,Transferencia,Juan Pérez,646.47
TRX-10413,2023-12-25,Vino Chardonnay,7,7512.65,CLI-553,Salta,,Luis Rodriguez,1169.51
TRX-12219,2023-10-17,Bonarda,15,7827.58,CLI-1166,Salta,App Mobile,Juan Pérez,822.12
